,LeadTime,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Temp,Cloudcover,BookingDateWeekNumber,BookingDateDayOfWeek,TotalNights,CancelationRatio,DepositType_Non Refund,CustomerType_Transient,Agent_9,Agent_Other
55215,6,180.67,0,1,71.5,25.4,32,2,3,0.0,0.0,1.0,1,0
11186,139,87.34,0,1,63.4,40.2,53,2,4,0.0,0.0,1.0,0,1
75485,47,152.1,0,0,81.5,0.0,20,3,4,0.0,0.0,1.0,0,0
44355,2,84.5,0,1,56.8,38.7,7,6,4,0.0,0.0,1.0,1,0
41537,14,57.75,0,0,61.5,76.6,49,1,1,0.0,0.0,1.0,0,1
77406,172,112.5,0,2,72.2,31.3,6,3,5,0.0,0.0,1.0,0,1
40850,10,79.0,0,0,59.7,21.0,47,1,2,0.0,0.0,1.0,0,1
23272,580,62.0,0,0,48.5,60.7,28,5,2,0.0,1.0,1.0,0,0
47911,13,96.0,0,0,60.7,43.7,15,3,3,0.0,0.0,0.0,0,1
26227,49,97.2,0,0,64.1,47.6,8,0,3,0.0,0.0,1.0,1,0
23579,35,160.0,0,1,57.5,22.7,2,4,3,0.0,0.0,1.0,1,0
37970,1,91.2,0,0,69.8,33.2,40,1,2,0.0,0.0,1.0,0,1
74191,40,140.0,0,1,78.7,10.9,18,0,3,0.0,0.0,0.0,1,0
45218,49,75.95,0,1,53.3,21.4,3,2,4,0.0,0.0,1.0,1,0
5087,216,12.0,0,0,63.1,67.3,12,2,3,0.0,0.0,0.0,0,0
60356,123,120.34,0,0,63.4,81.5,25,1,7,0.0,0.0,1.0,1,0
68587,184,70.72,0,0,50.6,60.4,38,5,5,0.0,0.0,1.0,0,1
48941,13,186.0,1,2,59.0,43.1,17,0,2,0.0,0.0,1.0,1,0
50605,118,110.0,0,0,69.6,49.7,6,2,3,0.0,0.0,0.0,0,1
12102,18,112.8,0,0,67.0,20.3,19,5,4,0.0,0.0,1.0,0,1
9610,275,110.0,0,0,58.4,41.5,29,5,2,0.0,1.0,1.0,0,1
57625,80,168.3,0,0,66.4,51.4,26,1,4,0.0,0.0,1.0,1,0
62493,39,65.0,0,0,54.2,32.6,42,3,4,0.0,0.0,0.0,0,0
61040,46,67.5,0,0,63.9,60.6,38,1,2,0.0,0.0,1.0,0,1
73205,212,127.33,0,0,67.6,26.9,44,3,3,0.0,0.0,0.0,0,1
67794,109,102.0,0,1,58.5,49.1,47,5,5,0.0,0.0,1.0,0,1
11778,316,160.0,0,1,63.5,36.9,29,3,3,0.0,0.0,0.0,0,1
71320,63,144.0,0,1,67.6,37.0,9,0,3,0.0,0.0,1.0,1,0
48981,35,89.0,0,0,63.4,40.2,15,1,1,0.0,0.0,1.0,0,0
69160,105,117.0,0,2,67.6,9.5,51,3,4,0.0,0.0,1.0,1,0
61087,21,100.0,0,2,55.5,35.4,41,0,1,0.0,0.0,1.0,1,0
6281,0,117.0,0,0,59.0,81.9,53,3,1,0.0,0.0,1.0,1,0
37451,3,212.29,0,1,66.1,77.0,37,6,7,0.0,0.0,1.0,1,0
58665,44,102.6,0,1,64.9,29.0,33,5,2,0.0,0.0,1.0,0,1
25392,57,117.0,0,0,62.2,20.6,5,0,4,0.0,0.0,1.0,1,0
73245,237,130.38,0,0,67.6,26.9,40,6,3,0.0,0.0,1.0,0,1
1656,4,79.0,0,1,70.9,71.2,34,2,1,0.0,0.0,1.0,0,0
49139,64,130.0,0,0,61.9,32.1,11,1,2,0.0,0.0,0.0,0,0
6030,106,75.0,0,0,57.8,92.0,35,2,2,0.0,1.0,1.0,0,1
46104,24,100.0,0,1,56.9,77.7,9,3,3,0.0,0.0,0.0,0,0
24489,9,102.43,0,0,57.0,38.3,9,5,4,0.0,0.0,1.0,1,0
13100,22,221.0,0,0,64.9,39.3,21,3,3,0.0,0.0,1.0,1,0
14975,85,119.7,0,0,72.1,22.7,19,2,3,0.0,0.0,1.0,1,0
71882,97,139.5,0,0,65.5,43.1,6,1,4,0.0,0.0,1.0,1,0
50310,15,93.56,0,1,72.2,75.1,20,3,4,0.0,0.0,1.0,0,1
5227,69,85.67,0,0,61.4,87.0,34,1,3,0.0,0.0,0.0,0,1
11607,158,130.0,0,0,62.4,60.6,51,5,2,0.0,1.0,1.0,0,1
66446,134,75.0,0,0,54.8,52.3,41,5,1,0.0,0.0,0.0,0,1
32679,178,112.5,0,1,77.1,34.2,6,2,5,0.0,0.0,1.0,0,1
68890,6,119.0,0,0,62.2,20.6,13,2,1,0.0,0.0,1.0,0,1
65417,7,113.0,0,0,48.5,60.7,5,4,1,0.0,0.0,1.0,0,0
43255,59,80.0,0,0,55.3,58.3,49,1,1,0.0,0.0,0.0,0,1
69408,186,196.0,0,0,65.7,63.3,40,3,3,0.0,0.0,1.0,1,0
3986,92,170.0,0,0,68.9,32.9,27,2,1,0.0,1.0,1.0,0,0
23001,41,71.55,0,1,52.6,45.9,50,0,2,0.0,0.0,1.0,1,0
61808,75,79.2,0,3,58.2,23.9,35,6,3,0.0,0.0,1.0,1,0
12425,213,130.0,0,0,72.3,1.2,45,6,3,0.0,1.0,1.0,0,1
57031,18,89.0,0,2,75.0,24.6,34,3,1,0.0,0.0,1.0,1,0
977,0,0.0,0,0,71.4,46.8,33,2,2,0.0,0.0,1.0,0,0
66053,45,72.0,0,0,56.6,55.5,1,2,4,0.0,0.0,1.0,0,1
58846,21,85.0,0,0,67.3,49.6,37,2,3,0.0,0.0,1.0,0,1
52924,114,81.26,0,0,70.2,23.7,11,6,4,0.0,0.0,1.0,0,1
31931,155,125.1,0,1,70.5,31.3,6,0,2,0.0,0.0,1.0,1,0
5233,69,85.67,0,0,61.4,87.0,34,1,3,0.0,0.0,0.0,0,1
60381,8,84.7,0,1,74.3,93.4,42,3,1,0.0,0.0,1.0,0,1
51828,24,147.0,0,1,72.8,14.7,22,4,1,0.0,0.0,1.0,1,0
11788,316,110.0,0,0,63.5,36.9,29,3,3,0.0,0.0,0.0,0,1
11598,158,130.0,0,0,62.4,60.6,51,5,2,0.0,1.0,1.0,0,1
16978,31,124.25,0,2,68.2,30.6,33,2,4,0.0,0.0,1.0,1,0
3244,56,58.0,0,0,64.4,36.0,30,4,2,0.0,0.0,0.0,0,1
38488,282,76.67,0,0,63.4,79.9,1,4,3,0.0,0.0,0.0,0,1
828,16,0.0,0,0,72.3,57.2,30,4,4,0.0,0.0,0.0,0,0
28410,115,190.0,0,0,61.5,35.2,4,1,3,0.0,1.0,1.0,0,1
42264,40,38.67,0,0,54.0,67.4,47,1,3,0.0,0.0,1.0,0,1
68839,2,92.0,0,0,58.5,24.4,13,5,1,0.0,0.0,1.0,0,1
64493,9,86.0,1,0,53.3,33.2,1,3,4,0.0,0.0,1.0,1,0
31787,238,122.83,0,2,79.9,14.6,46,4,6,0.0,0.0,1.0,1,0
73629,120,126.0,0,0,72.9,43.4,6,3,3,0.0,0.0,1.0,0,1
37731,6,206.0,0,1,69.7,6.5,39,1,1,0.0,0.0,0.0,1,0
8140,91,75.0,0,0,55.6,63.8,51,5,2,0.0,1.0,1.0,0,1
79302,198,119.17,0,2,68.2,43.0,6,0,6,0.0,0.0,1.0,1,0
9646,117,89.25,0,2,58.4,41.5,52,2,4,0.0,0.0,1.0,1,0
74066,47,130.0,0,1,73.1,13.2,17,6,2,0.0,0.0,1.0,1,0
8593,33,121.5,0,0,56.9,77.7,8,1,2,0.0,0.0,1.0,1,0
65266,1,0.0,0,0,59.1,73.7,5,5,1,0.0,0.0,1.0,0,1
22550,34,75.0,0,0,45.7,2.1,50,4,1,0.0,0.0,0.0,0,1
11617,158,130.0,0,0,62.4,60.6,51,5,2,0.0,1.0,1.0,0,1
39631,35,70.0,0,0,63.8,66.7,39,5,3,0.0,0.0,0.0,0,1
27754,123,108.0,0,1,69.5,60.9,1,4,1,0.0,0.0,1.0,0,1
78721,168,130.5,0,1,78.7,5.1,9,0,5,0.0,0.0,1.0,1,0
36757,7,65.0,0,0,75.3,35.2,34,5,1,0.3333333333333333,0.0,1.0,0,0
26016,309,99.0,0,0,62.7,27.5,23,3,4,0.0,0.0,1.0,1,0
32058,13,126.0,0,1,67.5,29.4,27,6,3,0.0,0.0,1.0,1,0
48319,19,130.0,0,0,67.3,0.0,15,3,3,0.0,0.0,0.0,0,1
55775,21,146.5,0,2,77.1,17.8,31,3,1,0.0,0.0,1.0,1,0
30022,142,135.33,0,0,70.9,67.1,3,3,3,0.0,0.0,1.0,1,0
31065,368,90.0,0,0,69.0,55.8,25,6,3,0.0,1.0,1.0,0,1
24210,27,91.8,0,0,50.2,53.0,5,6,4,0.0,0.0,1.0,1,0
54878,106,131.4,0,2,82.2,12.5,17,1,3,0.0,0.0,1.0,1,0
47900,2,121.0,0,0,59.9,60.8,17,2,1,0.0,0.0,1.0,0,0
5847,84,64.0,0,0,59.9,24.2,36,5,3,0.0,0.0,0.0,0,0
59747,248,83.38,0,2,61.4,42.2,6,1,5,0.0,0.0,1.0,0,1
17018,29,122.55,0,0,75.0,45.1,33,6,2,0.0,0.0,1.0,1,0
37719,0,180.0,0,0,67.7,20.5,39,6,1,0.0,0.0,1.0,0,0
9515,26,142.0,0,0,59.5,89.6,11,0,2,0.0,0.0,1.0,1,0
40728,22,88.33,0,1,58.7,49.6,44,5,3,0.0,0.0,1.0,1,0
9691,103,115.0,0,0,60.4,58.9,1,4,2,0.0,1.0,1.0,0,1
79071,146,195.0,0,1,67.6,46.6,14,2,2,0.0,0.0,1.0,1,0
1952,145,94.5,0,0,76.7,16.5,15,1,3,0.0,0.0,0.0,0,1
27155,78,90.0,0,0,60.2,32.1,6,5,3,0.0,1.0,1.0,0,1
29764,134,110.0,0,0,74.6,3.9,4,2,2,0.0,1.0,1.0,0,1
58485,133,118.8,0,3,74.2,15.8,20,2,4,0.0,0.0,1.0,1,0
70107,133,124.0,0,0,68.0,41.9,49,3,4,0.0,0.0,0.0,0,1
73288,162,89.1,0,0,65.1,41.6,51,5,3,0.0,0.0,1.0,0,1
49992,17,0.0,0,1,66.4,54.5,19,4,2,0.0,0.0,1.0,0,0
44655,8,86.0,0,0,55.8,72.2,8,2,1,0.0,0.0,0.0,1,0
12409,213,130.0,0,0,72.3,1.2,45,6,3,0.0,1.0,1.0,0,1
18909,67,135.0,0,0,68.3,70.1,32,6,3,0.0,0.0,1.0,1,0
25929,152,195.0,0,1,67.4,7.7,45,5,3,0.0,0.0,1.0,1,0
51494,0,95.0,0,0,76.6,0.4,25,2,2,0.0,0.0,1.0,0,0
50246,2,12.0,0,0,72.2,75.1,22,2,3,0.0,0.0,1.0,0,0
49079,4,65.0,0,0,63.2,66.6,20,4,1,0.0,0.0,1.0,0,0
17597,287,100.3,0,0,74.4,11.1,51,4,4,0.0,0.0,1.0,1,0
74228,130,131.4,0,0,73.1,13.2,5,0,5,0.0,0.0,1.0,0,1
25976,315,109.8,0,0,62.7,27.5,22,4,3,0.0,0.0,1.0,0,1
59086,85,85.0,0,2,67.0,43.3,28,3,4,0.0,0.0,0.0,0,1
77468,57,140.0,0,1,76.2,29.0,23,3,2,0.0,0.0,1.0,1,0
20034,95,75.0,0,0,60.5,54.7,31,2,1,0.0,0.0,0.0,0,0
30840,129,120.0,0,0,71.4,57.1,7,3,3,0.0,1.0,1.0,0,1
19267,475,62.0,0,0,74.3,93.4,28,5,2,0.0,1.0,1.0,0,0
53213,32,105.0,0,1,75.3,4.1,24,4,2,0.0,0.0,0.0,0,1
50435,247,115.0,0,1,69.6,49.7,40,6,2,0.0,0.0,0.0,0,1
11765,323,62.0,0,0,63.5,36.9,28,3,2,0.0,1.0,1.0,0,0
21036,266,75.0,0,0,54.7,84.9,10,5,2,0.0,1.0,1.0,0,1
49076,114,115.6,0,1,61.8,44.6,3,5,3,0.0,0.0,1.0,0,1
2746,2,115.0,0,1,67.8,39.3,37,2,6,0.0,0.0,1.0,0,0
37460,32,96.3,0,0,63.1,67.3,38,4,4,1.0,0.0,0.0,1,0
40656,32,73.0,0,0,59.6,43.2,43,1,2,0.0,0.0,0.0,0,1
66455,0,88.0,0,0,54.8,52.3,8,6,1,0.0,0.0,1.0,0,0
28943,170,108.0,0,1,75.7,19.6,49,1,4,0.0,0.0,1.0,1,0
50994,9,148.0,1,0,64.5,49.3,23,1,1,0.0,0.0,1.0,0,1
30387,448,90.0,0,0,88.0,32.6,12,6,3,0.0,0.0,0.0,0,1
11976,205,90.0,0,0,62.7,39.4,45,5,3,0.0,1.0,1.0,0,1
22101,221,140.85,0,0,60.8,57.6,21,5,2,0.0,0.0,1.0,1,0
16297,167,119.85,0,0,78.3,28.0,11,0,7,0.0,0.0,1.0,1,0
13906,125,87.13,0,0,79.8,4.0,9,1,4,0.0,0.0,1.0,1,0
40532,50,60.0,0,0,59.7,15.5,40,1,3,0.0,0.0,0.0,0,1
49862,130,134.1,1,1,62.2,69.9,3,2,2,0.0,0.0,1.0,1,0
57770,24,95.0,0,0,75.0,45.1,34,4,3,0.0,0.0,1.0,0,1
47253,11,95.0,0,0,58.4,41.5,14,3,1,0.0,0.0,1.0,1,0
8081,75,80.0,0,0,55.4,45.0,53,6,4,0.0,1.0,1.0,0,1
33114,180,121.0,0,0,72.6,10.0,7,5,2,0.0,0.0,1.0,0,1
59160,7,0.0,0,1,63.3,35.4,40,1,0,0.0,0.0,1.0,0,1
11217,45,159.12,0,1,61.9,32.1,13,6,2,0.0,0.0,1.0,0,1
1836,55,60.0,0,0,71.5,40.9,27,4,2,0.0,0.0,0.0,0,0
55070,6,164.0,0,1,77.9,7.0,32,1,1,0.0,0.0,1.0,1,0
33605,135,272.5,0,1,68.2,43.0,15,0,6,0.0,0.0,1.0,0,1
25346,38,6.0,0,0,62.2,20.6,8,5,2,0.0,0.0,0.0,0,1
30665,51,135.0,0,1,72.0,39.0,18,1,4,0.0,0.0,1.0,1,0
49693,2,136.85,0,1,62.4,60.6,20,0,2,0.0,0.0,1.0,1,0
23300,186,85.0,0,0,48.5,60.7,31,0,4,0.0,0.0,1.0,1,0
1522,4,65.0,0,0,70.6,37.9,33,5,3,0.0,0.0,1.0,0,0
68996,86,130.5,0,0,57.9,41.9,1,4,5,0.0,0.0,1.0,1,0
31447,365,100.0,0,0,69.5,46.0,27,4,1,0.0,0.0,1.0,0,0
28827,18,120.0,0,0,69.9,32.2,18,4,2,0.0,0.0,0.0,0,1
21571,15,88.4,0,0,51.0,10.8,49,1,7,0.0,0.0,1.0,1,0
54049,242,81.45,0,0,76.7,0.1,49,1,2,0.0,0.0,0.0,0,1
52234,132,72.25,0,0,68.3,57.9,7,6,3,0.0,0.0,1.0,0,1
58306,66,67.91,0,2,59.9,47.9,39,5,2,0.0,0.0,0.0,0,1
73982,252,144.38,0,0,72.1,41.3,39,0,5,0.0,0.0,1.0,0,1
3943,68,48.0,0,0,69.8,33.2,30,4,2,0.0,0.0,0.0,0,1
65077,3,75.0,0,0,52.6,45.9,4,3,3,0.0,0.0,1.0,0,1
10777,73,150.45,0,0,57.5,55.4,8,5,5,0.0,0.0,1.0,1,0
54695,177,99.45,0,1,73.8,11.1,5,0,7,0.0,0.0,1.0,1,0
6337,0,135.0,0,1,56.3,66.8,53,4,2,0.0,0.0,1.0,1,0
47363,4,73.92,0,1,60.2,52.5,15,4,2,0.0,0.0,1.0,0,1
61624,8,103.0,0,1,61.0,18.8,44,0,2,0.0,0.0,1.0,1,0
25119,170,96.9,0,0,50.6,60.4,40,5,6,0.0,0.0,1.0,1,0
11537,127,105.3,0,0,63.6,57.5,2,6,3,0.0,0.0,1.0,1,0
55830,4,65.0,0,1,63.3,63.3,40,5,3,0.0,0.0,1.0,0,0
30667,153,110.0,0,0,72.0,39.0,3,4,4,0.0,1.0,1.0,0,0
42301,94,80.0,0,0,53.8,67.5,49,2,2,1.0,1.0,1.0,0,1
62150,215,75.0,0,0,56.3,51.6,16,3,3,0.0,0.0,1.0,0,0
24434,41,118.0,0,0,59.9,40.4,4,0,2,0.0,0.0,1.0,1,0
23903,134,75.0,0,0,54.8,52.3,41,5,1,0.0,0.0,0.0,0,1
28838,159,126.0,0,2,69.9,32.2,50,3,3,0.0,0.0,1.0,1,0
48840,122,105.3,0,1,57.4,48.5,2,1,2,0.0,0.0,1.0,1,0
480,64,88.4,0,1,73.1,13.8,22,1,7,0.0,0.0,1.0,0,1
21322,307,73.95,0,0,55.0,72.6,5,5,12,0.0,0.0,1.0,1,0
57815,57,115.04,0,2,66.3,27.7,30,2,1,0.0,0.0,1.0,0,1
26975,111,120.0,0,0,59.5,65.1,1,5,4,0.0,1.0,1.0,0,1
1064,0,138.0,0,0,70.5,35.6,33,3,3,0.0,0.0,0.0,1,0
43528,58,60.0,0,0,58.0,52.3,50,1,5,0.0,0.0,1.0,0,1
4451,97,62.0,0,0,63.6,42.7,27,4,2,0.0,0.0,0.0,0,0
27938,78,153.0,0,0,61.1,53.8,8,3,2,0.0,0.0,1.0,1,0
3598,69,106.0,0,0,65.0,25.7,29,3,2,0.0,0.0,0.0,0,1
27376,32,149.0,0,0,69.8,53.5,13,6,3,0.0,0.0,1.0,1,0
77886,1,75.0,0,2,78.3,3.7,32,4,1,0.0,0.0,1.0,0,0
11436,22,140.0,0,0,71.5,9.5,17,4,2,0.0,1.0,1.0,0,1
38325,0,119.0,0,0,63.6,42.7,41,3,2,0.0,0.0,0.0,0,0
78635,58,115.0,0,0,74.2,47.7,26,1,2,0.0,0.0,1.0,0,0
50951,1,91.0,0,1,68.7,74.7,23,0,2,0.0,0.0,1.0,1,0
67982,42,108.0,0,3,59.9,36.5,5,0,3,0.0,0.0,1.0,1,0
13167,350,140.0,0,0,65.1,36.0,27,5,2,0.0,1.0,1.0,0,1
20352,489,62.8,0,0,58.4,36.6,28,5,2,0.0,1.0,1.0,0,0
58734,20,164.0,0,0,64.9,29.0,37,1,3,0.0,0.0,1.0,1,0
41781,178,110.0,0,0,59.9,60.8,45,1,3,1.0,1.0,1.0,0,1
14770,63,121.05,0,0,73.3,38.2,21,3,4,0.0,0.0,1.0,1,0
27034,186,130.5,0,1,62.5,49.1,43,1,3,0.0,0.0,1.0,1,0
7389,55,73.9,0,1,56.8,38.7,53,2,3,0.0,0.0,1.0,1,0
49517,100,136.0,0,0,65.0,25.9,6,2,4,0.0,0.0,0.0,1,0
76651,423,114.4,0,1,69.9,36.5,21,3,2,0.0,0.0,0.0,0,1
28873,8,120.0,0,1,75.1,7.5,20,1,1,0.0,0.0,1.0,1,0
64832,43,96.0,0,0,50.0,22.4,50,1,1,0.0,0.0,1.0,0,1
77621,24,148.29,0,0,69.8,35.4,27,6,7,0.0,0.0,1.0,0,1
45793,0,99.0,0,1,55.5,39.4,12,2,1,0.0,0.0,1.0,0,0
50080,21,101.15,0,0,62.7,39.4,18,0,5,0.0,0.0,1.0,1,0
894,2,89.0,0,2,79.3,14.6,32,6,2,0.0,0.0,1.0,1,0
18057,66,135.0,0,1,67.0,43.3,31,1,3,0.0,0.0,1.0,1,0
39516,7,92.4,0,1,62.4,50.9,43,3,2,0.0,0.0,1.0,0,1
32610,243,112.5,0,1,71.0,22.0,48,5,10,0.0,0.0,1.0,1,0
78547,118,115.0,0,0,76.8,1.7,17,2,2,0.0,0.0,0.0,0,1
68512,146,64.67,0,1,51.6,53.2,43,0,4,0.0,0.0,1.0,0,1
77433,25,89.0,0,0,77.1,34.2,28,1,1,0.0,0.0,1.0,0,1
38389,11,155.0,0,2,61.9,47.5,40,1,1,0.0,0.0,0.0,1,0
28884,209,107.1,0,1,75.1,7.5,43,3,4,0.0,0.0,1.0,1,0
23763,7,78.4,0,0,58.2,15.7,7,4,1,0.0,0.0,1.0,0,0
28770,97,180.0,0,0,72.6,65.2,7,1,3,0.0,0.0,1.0,1,0
61412,26,118.07,0,1,58.4,36.6,41,6,3,0.0,0.0,1.0,0,1
62618,29,85.0,0,0,54.7,84.9,44,4,2,0.0,0.0,0.0,0,0
50975,2,91.0,0,2,68.7,74.7,23,6,2,0.0,0.0,1.0,1,0
36164,165,86.0,0,0,72.3,57.2,9,2,3,1.0,1.0,0.0,0,0
18280,183,98.1,0,0,63.3,63.3,15,1,1,0.0,0.0,1.0,1,0
66564,17,121.33,0,1,54.8,52.3,6,3,3,0.0,0.0,1.0,1,0
59423,0,170.0,0,0,61.4,42.2,41,4,1,0.0,0.0,1.0,0,0
9640,35,93.9,0,0,58.4,41.5,10,0,3,0.0,0.0,1.0,1,0
11453,111,159.3,0,1,71.5,9.5,4,6,2,0.0,0.0,1.0,1,0
49794,2,77.0,1,0,52.3,46.8,47,2,1,0.0,0.0,1.0,0,0
31232,462,112.67,0,1,67.3,2.1,12,6,3,0.0,0.0,0.0,0,1
39171,444,75.0,0,0,56.0,67.7,38,1,3,1.0,1.0,1.0,0,1
13102,47,140.4,0,0,64.9,39.3,17,6,4,0.0,0.0,1.0,1,0
22030,26,103.7,0,0,48.2,55.4,49,2,4,0.0,0.0,1.0,1,0
46362,50,57.5,0,0,52.6,42.9,6,3,3,0.0,0.0,0.0,0,0
74798,31,99.0,0,2,69.8,44.6,21,6,1,0.0,0.0,1.0,1,0
44506,21,87.0,0,0,54.2,64.5,5,2,5,0.0,0.0,1.0,0,1
21271,517,62.8,0,0,55.0,72.6,28,5,2,0.0,1.0,1.0,0,0
7787,40,81.9,0,0,52.2,45.0,4,1,5,0.0,0.0,0.0,1,0
69105,35,120.0,0,2,64.8,16.1,9,2,4,0.0,0.0,1.0,1,0
25338,72,85.0,0,0,58.5,24.4,3,5,7,0.0,0.0,0.0,0,1
57399,40,108.0,0,0,68.1,55.6,31,4,4,0.0,0.0,0.0,0,1
24290,68,74.8,0,2,59.3,56.5,52,3,8,0.0,0.0,1.0,1,0
55999,143,90.0,0,0,74.6,15.6,14,1,3,0.0,0.0,0.0,0,1
39420,25,109.0,0,0,59.5,49.2,40,5,1,0.0,0.0,1.0,0,0
9667,109,76.5,0,1,60.2,52.5,53,4,4,0.0,0.0,1.0,1,0
32152,58,144.67,0,0,70.7,26.4,21,5,6,0.0,0.0,1.0,1,0
61170,62,143.2,0,0,54.1,31.6,36,2,2,0.0,0.0,1.0,0,1
41968,305,100.0,0,0,66.8,47.5,49,2,2,1.0,1.0,1.0,0,1
13398,205,80.24,0,0,76.0,0.0,48,6,7,0.0,0.0,1.0,0,1
71982,82,135.0,0,0,75.2,84.8,8,4,3,0.0,0.0,1.0,1,0
54252,20,67.0,1,1,78.8,4.4,22,3,3,0.2,0.0,1.0,0,0
863,2,99.0,1,2,80.3,10.7,32,5,2,0.0,0.0,0.0,1,0
68374,70,108.0,0,1,48.2,48.4,2,5,3,0.0,0.0,1.0,1,0
39132,88,97.35,0,2,59.0,81.9,40,6,3,1.0,0.0,1.0,1,0
32463,12,109.0,0,1,72.2,31.3,29,2,1,0.0,0.0,1.0,1,0
65820,32,107.1,0,3,47.8,60.8,2,2,6,0.0,0.0,1.0,1,0
20797,503,62.8,0,0,52.3,46.8,28,5,2,0.0,1.0,1.0,0,0
54217,24,95.0,0,0,64.8,56.7,36,5,1,0.0,0.0,1.0,0,0
43882,16,58.88,0,0,58.8,90.5,4,3,3,0.0,0.0,1.0,0,1
25737,139,117.0,0,0,66.9,3.8,46,0,4,0.0,0.0,1.0,1,0
23051,56,60.0,0,0,55.0,54.9,49,3,3,0.0,1.0,1.0,0,1
9105,274,62.0,0,0,59.8,24.7,28,3,2,0.0,1.0,1.0,0,0
23622,15,95.0,0,0,56.6,55.5,5,4,2,0.0,1.0,1.0,0,1
20048,95,75.0,0,0,60.5,54.7,31,2,1,0.0,0.0,0.0,0,0
54650,151,72.25,0,0,74.6,12.3,10,1,3,0.0,0.0,1.0,0,1
25396,38,140.0,0,0,62.2,20.6,8,5,5,0.0,0.0,1.0,1,0
44756,1,90.0,0,0,55.8,72.2,9,2,2,0.0,0.0,1.0,0,0
67687,180,105.0,0,0,62.7,79.0,37,5,3,0.0,0.0,1.0,0,1
29292,186,130.0,0,0,67.6,34.6,47,5,2,0.0,1.0,1.0,0,1
14747,391,65.0,0,0,73.3,38.2,27,4,2,0.0,1.0,1.0,0,0
32262,243,110.0,0,0,78.0,16.6,47,5,4,0.0,1.0,1.0,0,0
55111,162,96.9,0,0,82.2,0.8,9,3,5,0.0,0.0,1.0,0,1
53187,147,89.25,0,0,83.7,0.0,7,5,4,0.0,0.0,1.0,1,0
28954,249,157.5,0,2,75.7,19.6,37,6,4,0.0,0.0,1.0,1,0
40123,21,80.0,0,1,56.6,55.8,2,1,1,0.0,0.0,1.0,0,0
44619,116,75.0,0,0,50.8,43.5,45,3,3,0.0,0.0,0.0,0,1
3004,135,90.0,0,0,65.8,43.1,18,6,3,0.0,0.0,0.0,0,1
75548,80,108.0,0,1,69.5,46.0,16,2,1,0.0,0.0,0.0,0,1
20622,301,52.0,0,0,59.5,67.8,3,5,2,0.0,1.0,1.0,0,1
44081,15,81.0,0,0,51.1,5.2,5,4,1,0.0,0.0,0.0,0,0
42431,95,60.0,0,0,55.9,37.4,39,5,3,0.0,0.0,1.0,0,1
77826,479,112.67,0,1,66.5,21.0,15,0,3,0.0,0.0,0.0,0,1
70089,133,124.0,0,0,68.0,41.9,49,3,4,0.0,0.0,0.0,0,1
70505,159,177.75,0,3,64.6,50.4,46,1,7,0.0,0.0,1.0,1,0
66731,148,119.0,0,2,55.3,63.2,39,0,4,0.0,0.0,1.0,1,0
26463,135,90.0,0,0,65.0,66.8,49,3,3,0.0,1.0,1.0,0,1
13731,358,62.0,0,0,68.2,29.4,28,3,2,0.0,1.0,1.0,0,0
42834,68,75.0,0,0,48.0,52.7,50,5,2,1.0,1.0,1.0,0,1
49494,86,65.0,0,1,71.5,9.5,8,3,3,0.0,0.0,0.0,0,1
24427,127,80.0,0,0,59.9,40.4,44,5,2,0.0,1.0,1.0,0,1
63568,39,65.0,0,1,50.9,39.1,46,5,1,0.0,0.0,0.0,0,1
45897,50,93.5,0,1,53.2,40.2,4,0,4,0.0,0.0,1.0,1,0
70063,44,133.33,0,1,68.3,49.4,10,2,3,0.0,0.0,0.0,0,0
19319,118,123.3,0,0,74.3,93.4,26,5,5,0.0,0.0,1.0,1,0
75535,162,179.1,0,2,81.5,0.0,3,0,5,0.0,0.0,1.0,1,0
74966,0,170.0,0,1,66.3,45.7,26,4,1,0.0,0.0,1.0,0,0
20770,69,74.8,0,1,52.2,28.2,37,4,4,0.0,0.0,1.0,1,0
17909,184,122.4,0,0,67.3,49.6,13,0,3,0.0,0.0,1.0,1,0
36350,221,65.0,0,0,63.4,79.9,10,2,3,1.0,0.0,0.0,0,1
70358,6,65.0,0,0,58.8,51.4,16,4,1,0.0,0.0,0.0,0,1
17632,219,120.0,0,0,71.9,33.7,8,3,3,0.0,1.0,1.0,0,1
9005,105,75.0,0,0,58.7,30.9,52,3,1,0.0,1.0,1.0,0,1
77455,171,130.5,0,1,67.9,34.2,6,5,5,0.0,0.0,1.0,1,0
30691,98,89.1,0,0,72.0,39.0,11,3,7,0.0,0.0,1.0,0,1
22084,231,109.65,0,2,54.7,65.5,20,1,5,0.0,0.0,1.0,1,0
15983,127,94.78,0,2,75.8,21.2,16,5,3,0.0,0.0,1.0,0,1
57846,183,116.1,0,0,72.9,35.6,11,0,3,0.0,0.0,1.0,0,1
6887,1,90.0,0,0,54.6,26.9,4,4,1,0.0,0.0,1.0,0,0
31632,50,160.0,0,1,69.1,38.3,20,0,3,0.0,0.0,1.0,1,0
24955,20,98.0,0,0,52.6,50.6,9,4,2,0.0,0.0,0.0,0,0
29218,184,130.0,0,0,66.4,54.5,47,5,5,0.0,1.0,1.0,0,1
68594,9,118.0,0,1,60.6,68.5,12,2,1,0.0,0.0,1.0,1,0
29265,186,130.0,0,0,67.6,34.6,47,5,2,0.0,1.0,1.0,0,1
